business_name,record_type,record_number,record_status,applicant_address,office_address,mailing_address,initial_filing_date,business_purpose_NAICS_codes,agent_names,registrant_names,registrant_type,registrant_street_address,registrant_mailing_address,name_matches,type_match,status_match,resignation_dateh,agent_street_address,agent_mailing_address
Abbott And Staples General Store,Assumed Name,191418,Inactive - Expired,," RT. 7A, MANCHESTER CTR, VT, 5255, USA","RT. 7A, MANCHESTER CTR, VT, 05255, USA",1993-08-05,,,"APOLLO INDUSTRIES, INC.",Business,"5964 CLARK CENTER AVE., SARASOTA, FL, 34238, USA","3182 Charles Macdonald Dr, 3182 Charles Macdonald Dr, Sarasota, FL, 34240, USA",,,,,,
Troy General Store,Assumed Name,254503,Inactive - Expired,," TROY, VT, USA","PO BOX 118, TROY, VT, 05857, USA",1998-04-30,,,"LINDA PRUE, MARK PRUE",Individual,"None, PO BOX 118, TROY, VT, 05857, USA","None, None",,,,,,
Albany General Store,Assumed Name,156364,Inactive - Expired,," 2519 VT RTE 105, NEWPORT CTR, VT, 5857, USA","2519 VT RTE 105, NEWPORT CTR, VT, 05857, USA",2000-08-24,,,ADAM HILLIKER,Individual,"2519 VT RT 105, NEWPORT CTR, VT, 05857, USA",None,,,,,,
Sanfo General Store,Assumed Name,396025,Inactive - Cessated,, None,"383 Moscow Road, Stowe, VT, 05672, USA",2021-09-02,,,Chunchao Lin,Individual,"383 Moscow Road, STOWE, VT, 05672, USA","383 Moscow Road, STOWE, VT, 05672 - 0567, USA",,,,,,
"Fayston General Store, Inc.",Domestic Business Corporation,101475,Inactive - Administratively Terminated,," ROUTE 17, FAYSTON, VT, 05676, USA","ROUTE 17, FAYSTON, VT, 05676, USA",,,,,,,,KIMBERLY A.  CROSBY Agent,Individual,Active,None Registered Office (Street,"US ROUTE 2, MORETOWN, VT, 05660, USA","US ROUTE 2, MORETOWN, VT, 05660, USA"
Bradley's General Store,Assumed Name,230560,Inactive - Expired,," ROUTE 100/RD 2/#1995, JOHNSON, VT, 5656, USA","ROUTE 100/RD 2/#1995, JOHNSON, VT, 05656, USA",1986-09-30,,,KEITH A.  BRADLEY,Individual,"RD 2, BOX 1995, JOHNSON, VT, 05656, USA",None,,,,,,
Wait's River General Store,Assumed Name,239273,Inactive - Expired,," ROUTE 25, W. TOPSHAM, VT, 5086, USA","ROUTE 25, W. TOPSHAM, VT, 05086, USA",1987-07-01,,,"THOMAS WHALEN, CHERYL WHALEN",Individual,"ROUTE 25, W. TOPSHAM, VT, 05086, USA, SAME, USA","None, None",,,,,,
Whiting General Store,Assumed Name,461663,Active - Registered,, None,None,2025-01-28,,,Garrett Law,Individual,"3 S Main St, Whiting, VT, 05778 - 4019, USA","3 S Main St, PO Box 65, Whiting, VT, 05778 - 4019, USA",,,,,,
East Poultney General Store,Assumed Name,192445,Inactive - Expired,," E POULTNEY, VT, 5741, USA","PO BOX 647, E POULTNEY, VT, 05741, USA",2002-11-15,,,"ELEVEN ON THE GREEN, INC.",Business,"11 ON THE GREEN, E POULTNEY, VT, 05741, USA","11 ON THE GREEN, E POULTNEY, VT, 05741, USA",,,,,,
Proctor General Store Inc,Domestic Nonprofit Corporation,087649,Dissolved,," 64 SOUTH ST, PROCTOR, VT, 05765, USA","64 SOUTH ST, PROCTOR, VT, 05765, USA",,,,,,,,AMY MOORE Agent,Individual,Active,None Registered Office (Street,"51 EDEN AVE, PROCTOR, VT, 05765, USA","51 EDEN AVE, PROCTOR, VT, 05765, USA"
Alberghini's General Store,Assumed Name,185809,Inactive - Expired,," MAIN ST., DERBY LINE, VT, 5830, USA","MAIN ST., DERBY LINE, VT, 05830, USA",1993-04-02,,,"HAUVER'S STORE, INC.",Business,"5 MAIN ST, DERBY LINE, VT, 05829, USA","5 MAIN ST, DERBY LINE, VT, 05829, USA",,,,,,
"The Panton General Store, LLC",Domestic Limited Liability Company,291772,Inactive - Administratively TerminatedDesignated Office,,,"(Optional) 3074 JERSEY STREET, PANTON, VT, 05491, USA",,,,,,,,,,,,,
The Mad River Valley General Store,Assumed Name,446029,Active - Registered,, None,"PO Box 373, Waitsfield, VT, 05673, USA",2024-04-06,,,"EJS CLAIMS LLC,",Business,"153 Old Mansfield Road, Fayston, VT, 05673, USA","PO Box 373, Waitsfield, VT, 05673, USA",,,,,,
L & M General Store,Assumed Name,224092,Inactive - Expired,," E RICHFORD, VT, 5476, USA",None,2004-10-06,,,"MARLENE SANVILLE, LAWRENCE SANVILLE",Individual,"None, 778 WEST JAY RD, RICHFORD, VT, 05476, USA","None, None",,,,,,
"Aldrich General Store, Inc.",Domestic Business Corporation,121280,Dissolved,," 196 VT RTE 5A, WEST BURKE, VT, 05871, USA","196 VT RTE 5A, WEST BURKE, VT, 05871, USA",,,,,,,,NANCY L.  MCDOWELL Agent,Individual,Active,None Registered Office (Street,"196 MAIN STREET, WEST BURKE, VT, 05871, USA","196 MAIN STREET, WEST BURKE, VT, 05871, USA"
Falls General Store,Assumed Name,218073,Inactive - Expired,," RT 12/COX BROOK RD., NORTHFIELD FLS, VT, 5664, USA","RT 12/COX BROOK RD., NORTHFIELD FLS, VT, 05664, USA",1985-07-19,,,"PHILIP A  LAURENDEAU, JAYNE E.  NOLO",Individual,"PO BOX 80A, RD 2, NORTHFIELD, VT, 05663, USA, SAME, USA","None, None",,,,,,
Teago General Store,Assumed Name,385245,Inactive - Expired,, None,"PO Box 1014, Yorktown Heights, NY, 10598, USA",2021-03-04,,,"THE POMFRET ROAD GENERAL STORE, LLC",Business,"2035 Pomfret Road, South Pomfret, VT, 05067, USA","c/o Richard Baccari, PO BOX 1014, Yorktown Heights, NY, 10598, USA",,,,,,
Irasburg General Store,Assumed Name,186314,Inactive - Expired,," RTE 14, IRASBURG, VT, 5845, USA","RTE 14, IRASBURG, VT, 05845, USA",1992-04-14,,,"JEN/FJS, INC.",Business,"30 MAIN ST, NEWPORT, VT, 05855, USA","30 MAIN ST, NEWPORT, VT, 05855, USA",,,,,,
Bill & Ted's Excellent General Store,Assumed Name,174735,Inactive - Expired,," BROWNSVILLE, VT, 5037, USA","PO BOX 13, BROWNSVILLE, VT, 05037, USA",2001-10-30,,,"YATES & WENTWORTH, INC., YATES & WENTWORTH, INC.",Business,"PO BOX 13, BROWNSVILLE, VT, 05037, USA, 871 ROUTE 44, BROWNSVILLE, VT, 05037, USA","None, 871 ROUTE 44, BROWNSVILLE, VT, 05037, USA",,,,,,
Putney General Store,Assumed Name,276877,Inactive - Expired,," PO BOX 669, PUTNEY, VT, 5346, USA","PO BOX 669, PUTNEY, VT, 05346, USA",2000-03-03,,,"PUTNEY GS, LLC",Business,"4 KIMBALL HILL, PUTNEY, VT, 05346, USA","4 KIMBALL HILL, PUTNEY, VT, 05346, USA",,,,,,
Chippenhook General Store,Assumed Name,154461,Inactive - Expired,," OLD MILL ROAD, E. ARLINGTON, VT, 5252, USA","OLD MILL ROAD, E. ARLINGTON, VT, 05252, USA",1989-05-11,,,"CGS, INC.",Business,"OLD MILL RD, PO BOX 68, EAST ARLINGTON, VT, 05252, USA","OLD MILL RD, PO BOX 68, EAST ARLINGTON, VT, 05252, USA",,,,,,
General Store Of Whiting LLC,Domestic Limited Liability Company,420049,Active - In Good StandingDesignated Office,,,"(Optional) 955 Mass Ave, Bx300, Cambridge, MA, 02139, USA",,,,,,,,,,,,,
Mountain Paul's General Store,Assumed Name,264031,Inactive - Expired,," ROUTE 5, PUTNEY, VT, 5346, USA","ROUTE 5, PUTNEY, VT, 05346, USA",1989-07-14,,,"WILLIAM J. BECKER, INC.",Business,"MOUNTAIN PAUL'S STORE, PUTNEY, VT, 05346, USA","MOUNTAIN PAUL'S STORE, PUTNEY, VT, 05346, USA",,,,,,
"Troy General Store, LLC",Domestic Limited Liability Company,027265,Active - In Good StandingDesignated Office,,,"(Optional) PO Box 188, TROY, VT, 05868, USA",,,,,,,,,,,,,
South Newfane General Store,Assumed Name,212165,Inactive - Expired,," SO. NEWFANE, VT, USA","POB 11, SO. NEWFANE, VT, 05351, USA",1994-12-02,,,LANDRY GROCERY INC.,Business,"PO BOX 11, S NEWFANE, VT, 05351, USA","PO BOX 11, S NEWFANE, VT, 05351, USA",,,,,,
"Draper's General Store, Inc.",Domestic Business Corporation,075371,Inactive - Administratively Terminated,," RT. 100, LOWELL, VT, 05847, USA","RT. 100, LOWELL, VT, 05847, USA",,,,,,,,JAMES A.  WAGNER Agent,Individual,Active,None Registered Office (Street,"RT. J100, LOWELL, VT, 05847, USA","RT. J100, LOWELL, VT, 05847, USA"
Barnard General Store,Assumed Name,221635,Inactive - Expired,," BARNARD, VT, 5031, USA","PO BOX 243, BARNARD, VT, 05031, USA",2004-07-28,,,"BY THE LAKE, INC., BY THE LAKE, INC.",Business,"PO BOX 243, BARNARD, VT, 05031, USA, 6134 ROUTE 12, BARNARD, VT, 05031, USA","None, 6134 ROUTE 12, BARNARD, VT, 05031, USA",,,,,,
Mt. Hor General Store,Assumed Name,245812,Inactive - Expired,," WESTMORE, VT, USA",None,1997-07-25,,,"NANCY E.  SALESKY, JOHN D.  SALESKY",Individual,"BOX 32, W CHARLESTON, VT, 05872, USA, BOX 32, W CHARLESTON, VT, 05872, USA","None, None",,,,,,
"Moretown General Store, Inc. The",Domestic Business Corporation,102028,Inactive - Administratively Terminated,," RT 100 B, MORETOWN, VT, 05660, USA","RT 100 B, MORETOWN, VT, 05660, USA",,,,,,,,KIMBERLY A.  CROSBY Agent,Individual,Active,None Registered Office (Street,"RR 3 BOX 1788, WATERBURY, VT, 05676, USA","RR 3 BOX 1788, WATERBURY, VT, 05676, USA"
"Vermont Herbal General Store, LLC The",Domestic Limited Liability Company,031033,Active - NOT In Good StandingDesignated Office,,,"(Optional) 518 MAIN STREET, 518 Main St, West Rutland, VT, 05777, USA",,,,,,,,,,,,,
"Erin's General Store, LLC",Domestic Limited Liability Company,374515,Active - NOT In Good StandingDesignated Office,,,"(Optional) 198 Brackett Road, Fairlee, VT, 05045, USA",,,,,,,,,,,,,
Craftsbury General Store,Assumed Name,159327,Inactive - Expired,," CRAFTSBURY, VT, USA",None,2009-08-26,,,"CRAFTSBURY ASSOCIATES, LLC, CRAFTSBURY ASSOCIATS, LLC",Business,"515 E. PLEASANT ST., AMHERST, MA, 01002, USA, 515 E. PLEASANT ST., AMHERST, MA, 01002, USA","515 E. PLEASANT ST., AMHERST, MA, 01002, USA, None",,,,,,
Geraw's General Store,Assumed Name,161345,Inactive - Expired,," MAIN STREET, BAKERSFIELD, VT, 5441, USA","MAIN STREET, BAKERSFIELD, VT, 05441, USA",1978-09-06,,,"BARY GERAW, KAREN GERAW",Individual,"PLAIN STREET, BAKERSFIELD, VT, 05441, USA, PLAIN STREET, BAKERSFIELD, VT, 05441, USA","None, None",,,,,,
Fletcher General Store,Assumed Name,173156,Inactive - Expired,," T.H. #28, FLETCHER, VT, USA","T.H. #28, FLETCHER, VT, USA",1992-06-01,,,"ROBERT J.  DAYVIE, DIANE DAYVIE",Individual,"RR 1, BOX 1832, CAMBRIDGE, VT, 05444, USA, SAME, USA","None, None",,,,,,
Pittsfield General Store,Assumed Name,162274,Inactive - Expired,," PO BOX 776, PITTSFIELD, VT, 5762, USA","PO BOX 776, PITTSFIELD, VT, 05762, USA",2001-01-16,,,"JIM AND GLORIA'S GENERAL STORE, INC.",Business,"ROUTE 100, PITTSFIELD, VT, 05762, USA","ROUTE 100, PITTSFIELD, VT, 05762, USA",,,,,,
Cambridge General Store,Assumed Name,256476,Inactive - Expired,," MAIN STREET, CAMBRIDGE, VT, 5444, USA","MAIN STREET, CAMBRIDGE, VT, 05444, USA",1988-12-07,,,"JAMES P.  COLACECI, LINDA P.  COLACECI",Individual,"RR1, BOX 82, JEFFERSONVILLE, VT, 05464, USA, SAME, USA","None, None",,,,,,
Harbor View General Store The,Assumed Name,156407,Inactive - Expired,," 33 CREEK RD, HYDEVILLE, VT, 5750, USA","33 CREEK RD, HYDEVILLE, VT, 05750, USA",2000-08-25,,,"M.E. DORAN, INC.",Business,None,None,,,,,,
Mach's General Store,Assumed Name,194803,Inactive - Expired,," PAWLET, VT, 5761, USA",None,2003-01-02,,,"DEER RUN OF PAWLET, LLC",Business,"4243 VT RTE 133, PAWLET, VT, 05761, USA","4243 VT RTE 133, PAWLET, VT, 05761, USA",,,,,,
Plymouth General Store,Assumed Name,254121,Inactive - Expired,," ROUTE 100 N, PLYMOUTH, VT, 5056, USA","ROUTE 100 N, PLYMOUTH, VT, 05056, USA",1988-09-21,,,"FAIRCHILD ENTERPRISES, INC.",Business,"PLYMOUTH GENERAL STORE, PLYMOUTH, VT, USA","PLYMOUTH GENERAL STORE, PLYMOUTH, VT, USA",,,,,,
Cavendish General Store,Assumed Name,218406,Inactive - Expired,," MAIN ST./POBX 633, CAVENDISH, VT, 5142, USA","MAIN ST./POBX 633, CAVENDISH, VT, 05142, USA",1985-07-23,,,"PAUL J.  SHERWOOD, ELIZABETH A  SHERWOOD",Individual,"PO BOX 633, MAIN ST., CAVENDISH, VT, 05142, USA, SAME, USA","None, None",,,,,,
Graniteville General Store,Assumed Name,201893,Inactive - Expired,," MAIN ST., GRANITEVILLE, VT, USA","MAIN ST., GRANITEVILLE, VT, USA",1994-04-13,,,LYLE A.  MORGAN,Individual,"MAIN ST., GRANITEVILLE, VT, 05654, USA",None,,,,,,
Bakersfield General Store LLC,Domestic Limited Liability Company,291997,TerminatedDesignated Office,,,"(Optional) 31 MAIN ST N, BAKERSFIELD, VT, 05441, USA",,,,,,,,,,,,,
Harbor View General Store,Assumed Name,214826,Inactive - Expired,," CASTLETON, VT, 5735, USA",None,2004-02-11,,,"PATRICIA FINLAYSON, DAVID FINLAYSON",Individual,"None, PO BOX 84, HYDEVILLE, VT, 05750, USA","None, None",,,,,,
Moscow General Store,Assumed Name,198965,Inactive - Expired,," STOWE, VT, USA","POB 959, STOWE, VT, 05672, USA",1994-02-08,,,STEVEN N.  RILEY,Individual,"POB 959, STOWE, VT, 05672, USA",None,,,,,,
East Dover General Store,Assumed Name,210119,Inactive - Expired,," EAST DOVER, VT, USA","PO BOX 16-4 NORTH ST, EAST DOVER, VT, 05341, USA",2012-11-30,,,"FOUR NORTH LLC, FOUR NORTH LLC",Business,"PO BOX 16-4 NORTH ST, EAST DOVER, VT, 05341, USA, 4 NORTH ST, EAST DOVER, VT, 05341, USA","None, 4 NORTH ST, PO Box 16, east dover, VT, 05341, USA",,,,,,
Lincoln General Store,Assumed Name,152604,Inactive - Expired,," RD 1, BOX 1815, LINCOLN CTR., VT, USA","RD 1, BOX 1815, LINCOLN CTR., VT, USA",1989-05-04,,,"CLAUDE L.  RAINVILLE, LUTHERA B.  RAINVILLE",Individual,"RD #1, BOX 140, BRISTOL, VT, 05443, USA, SAME, USA","None, None",,,,,,
Mach's General Store,Assumed Name,166820,Inactive - Expired,," RTE 30 & SCHOOL ST., PAWLET, VT, 5761, USA","RTE 30 & SCHOOL ST., PAWLET, VT, 05761, USA",1989-08-17,,,"MACH'S ENTERPRISES, INC.",Business,"18 School Street Pawlet Vermont 05761, apt # 3, Pawlet, VT, 05761, USA","PO BOX 84  18 SCHOOL STREET, 18 School Street Pawlet Vermont 05761, a, Pawlet, VT, 05761, USA",,,,,,
Lincoln General Store,Assumed Name,442429,Active - Registered,, None,"17 East  River Road, Lincoln, VT, 05443, USA",2024-01-30,,,VERMONT COMMUNITY HERITAGE COMPANY LLC,Business,"432 Orchard Road North, Lincoln, VT, 05443, USA","432 Orchard Road North, Lincoln, VT, 05443, USA",,,,,,
"V.G. General Store, Inc.",Domestic Business Corporation,121783,Dissolved,," 4348 MAIN STREET, WAITSFIELD, VT, 05673, USA","4348 MAIN STREET, WAITSFIELD, VT, 05673, USA",,,,,,,,RICHARD JOHNSTON KING                                                                                Agent,Business,Active,None Registered Office (Street,"4219 MAIN ST BOX 879, WAITSFIELD, VT, 05673, USA",None
Senecal's General Store,Assumed Name,158426,Inactive - Expired,," MAIN STREET, WALLINGFORD, VT, 5773, USA","MAIN STREET, WALLINGFORD, VT, 05773, USA",1980-01-07,,,"RAYMOND J.  SENECAL, MARY SENECAL",Individual,"MAIN STREET, WALLINGFORD, VT, 05773, USA, SAME, USA","None, None",,,,,,
Hagen 1778 General Store,Assumed Name,179008,Inactive - Expired,," RTE 103 GASSETTS, CHESTER DEPOT, VT, 5144, USA","RTE 103 GASSETTS, CHESTER DEPOT, VT, 05144, USA",1981-06-02,,,"HARRY J.  HAGEN, CHRISTINA HAGEN",Individual,"None, SAME, USA","None, None",,,,,,
"Williams General Store, Inc.",Domestic Business Corporation,080300,Dissolved,," ROUTE 110 MAIN ST., TUNBRIDGE, VT, 05077, USA","ROUTE 110 MAIN ST., TUNBRIDGE, VT, 05077, USA",,,,,,,,DAVID WILLIAMS Agent,Individual,Active,None Registered Office (Street,"ROUTE 110 MAIN ST., TUNBRIDGE, VT, 05077, USA","ROUTE 110 MAIN ST., TUNBRIDGE, VT, 05077, USA"
Pond Village General Store,Assumed Name,178457,Inactive - Expired,," MAIN STREET, BROOKFIELD, VT, 5036, USA","MAIN STREET, BROOKFIELD, VT, 05036, USA",1981-05-31,,,RALPH IANNUCCI,Individual,"RFD 1, RANDOLPH CTR, VT, 05061, USA",None,,,,,,
True's General Store,Assumed Name,183144,Inactive - Expired,," WOODFORD, VT, 5201, USA","291 HARBOUR ROAD, WOODFORD, VT, 05201, USA",2002-05-01,,,"MLD, INC.",Business,"VT RTE. #9, BOX # 5053, WOODFORD, VT, 05201, USA","VT RTE. #9, BOX # 5053, WOODFORD, VT, 05201, USA",,,,,,
Maurais General Store,Assumed Name,208365,Inactive - Expired,," BEECHER FALLS, VT, 5902, USA",None,2003-09-16,,,ROGER MAURAIS,Individual,"5424 VT RTE 102, CANAAN, VT, 05903, USA",None,,,,,,
Jacksonville General Store,Assumed Name,164409,Inactive - Expired,," CHURCH & MAIN, JACKSONVILLE, VT, 5342, USA","CHURCH & MAIN, JACKSONVILLE, VT, 05342, USA",1979-04-20,,,"JOY DUGUAY, DENNIS DUGUAY",Individual,"ROUTE 100, WHITINGHAM, VT, 05361, USA, ROUTE 100, WHITINGHAM, VT, 05361, USA","None, None",,,,,,
Benson General Store Inc,Domestic Business Corporation,450774,Active - In Good Standing,," 2813 vt-22a, benson, VT, 05743, USA","2813 vt-22a, benson, VT, 05743, USA",,,,,,,,orwell one stop inc Agent,Business,Active,None Registered Office (Street,"330 vt-22a, orwell, VT, 05760, USA","330 vt-22a, orwell, VT, 05760, USA"
Irasburg General Store,Assumed Name,226056,Inactive - Expired,," IRASBURG, VT, USA","POB 31, IRASBURG, VT, 05845, USA",1995-12-18,,,"HENRY S.  HESS, PHYLLIS A.  HESS",Individual,"POB 31, IRASBURG, VT, 05845, USA, SAME, USA","None, None",,,,,,
Finestkind General Store,Assumed Name,176084,Inactive - Expired,," JCT AT 5 & 12, HARTLAND, VT, 5048, USA","JCT AT 5 & 12, HARTLAND, VT, 05048, USA",1981-01-19,,,"SHOPPING CENTER, INC.",Business,None,None,,,,,,
Druckers General Store,Assumed Name,251918,Inactive - Expired,," RTE 73, FORESTDALE, VT, 5733, USA","RTE 73, FORESTDALE, VT, 05733, USA",1988-07-13,,,"SUSAN G.  WILSON, CHARLES M.  ZANI",Individual,"PO BOX 2, RTE 7, PITTSFORD, VT, 05763, USA, SAME, USA","None, None",,,,,,
Holden General Store,Assumed Name,198907,Inactive - Expired,," CHITTENDEN, VT, USA",None,1994-02-03,,,"HOLDEN TRADING COMPANY, INC.",Business,"RR1 BOX 1122, PIOTTSFORD, VT, 05763, USA","RR1 BOX 1122, PIOTTSFORD, VT, 05763, USA",,,,,,
Mcfeeters General Store,Assumed Name,199274,Inactive - Expired,," 213 MAIN ST., E. HARDWICK, VT, 5836, USA","213 MAIN ST., E. HARDWICK, VT, 05836, USA",1993-11-17,,,ROBERT E.  MCFEETERS,Individual,"213 MAIN ST., E. HARDWICK, VT, 05836, USA",None,,,,,,
Vermont General Store,Assumed Name,170278,Active - Registered,," 16 ELM STREET, WOODSTOCK, VT, 5091, USA","16 ELM STREET, WOODSTOCK, VT, 05091, USA",1980-03-21,,,"F.H. GILLINGHAM & SONS, INC.",Business,"16 ELM ST., WOODSTOCK, VT, 05091, USA","16 ELM ST., WOODSTOCK, VT, 05091, USA",,,,,,
Brown's General Store,Assumed Name,180335,Inactive - Expired,," MAIN STREET, WHITINGHAM, VT, 5361, USA","MAIN STREET, WHITINGHAM, VT, 05361, USA",1991-08-01,,,"JOANNE F.  BROWN, DONALD R.  BROWN",Individual,"MAIN STREET, WHITINGHAM, VT, 05361, USA, SAME, USA","None, None",,,,,,
"Peters' General Store, Inc.",Domestic Business Corporation,116439,Dissolved,," 2813 RT 22A, BENSON, VT, 05731, USA","2813 RT 22A, BENSON, VT, 05731, USA",,,,,,,,JOHN PETERS Jr Agent,Individual,Active,None Registered Office (Street,"RTE 22, BENSON, VT, 05731, USA","RTE 22, BENSON, VT, 05731, USA"
Calais General Store,Assumed Name,239381,Inactive - Expired,," CALAIS, VT, 5650, USA","PO BOX 120, CALAIS, VT, 05650, USA",2005-12-13,,,EDWARD WALLBRIDGE,Individual,"PO BOX 120, CALAIS, VT, 05650, USA",None,,,,,,
"C & B Miller General Store, Inc.",Domestic Business Corporation,101589,Dissolved,," CHESTER, VT, 05143, USA",None,,,,,,,,ROBERT W. ULBRICH                                                                                    Agent,Business,Active,None Registered Office (Street,"HENRY OFFICE BLDG, CHESTER, VT, 05143, USA","HENRY OFFICE BLDG, CHESTER, VT, 05143, USA"
Main Street Peru General Store LLC,Domestic Limited Liability Company,013900,Inactive - Administratively TerminatedDesignated Office,,,"(Optional) 179 OLD MANCHESTER ROAD, PERU, VT, 05152, USA",,,,,,,,,,,,,
"Skip's General Store, L.L.C.",Domestic Limited Liability Company,008241,Inactive - Administratively TerminatedDesignated Office,,,"(Optional) 44 US ROUTE 4, W BRIDGEWATER, VT, 05035, USA",,,,,,,,,,,,,
Dan & Whit's General Store,Assumed Name,435010,Inactive - Cessated,, None,"P.O. Box 157, Norwich, VT, 05055, USA",2023-09-17,,,mat fraser,Individual,"397 Pero hill road, thetford center, VT, 05075, USA","P.O. Box 157, Norwich, VT, caro0 - 0505, USA",,,,,,
Danville General Store,Assumed Name,169770,Inactive - Expired,," DANVILLE, VT, USA",None,2001-06-27,,,"KASMAN, INC.",Business,"11 U.S. ROUTE 2 EAST, DANVILLE, VT, 05828, USA","11 U.S. ROUTE 2 EAST, DANVILLE, VT, 05828, USA",,,,,,
Jericho General Store,Assumed Name,269906,Inactive - Cessated,," BOX 244, ROUTE 15, JERICHO, VT, 5465, USA","53 RTE 15, JERICHO, VT, 05465, USA",1990-02-01,,,MELVIN G  MITCHELL,Individual,"PO BOX 244, JERICHO, VT, 05465, USA",None,,,,,,
East Dover General Store LLC,Domestic Limited Liability Company,019390,TerminatedDesignated Office,,,"(Optional) 4 NORTH STREET, EAST DOVER, VT, 05341, USA",,,,,,,,,,,,,
"Vermont Herbal General Store, LLC  The",Domestic Limited Liability Company,002588,TerminatedDesignated Office,,,"(Optional) 518 MAIN STREET, W RUTLAND, VT, 05777, USA",,,,,,,,,,,,,
Jj Hapgood General Store And Eatery,Assumed Name,437332,Active - Registered,, None,"PO Box 473, Glen Head, Manchester, NY, 05254, USA",2023-11-03,,,HAPGOOD PROVISIONS LLC,Business,"3768 MAIN STREET, MANCHESTER, VT, 05254, USA","P.O. BOX 473, MANCHESTER, VT, 05254, USA",,,,,,
Moose Hollow General Store,Assumed Name,257428,Inactive - Expired,," E ARLINGTON, VT, 5252, USA","PO BOX 179, E ARLINGTON, VT, 05252, USA",1998-07-17,,,"SHOP-WISE, INC.",Business,"218 OLD MILL RD, E ARLINGTON, VT, 05252, USA","218 OLD MILL RD, E ARLINGTON, VT, 05252, USA",,,,,,
South Newfane General Store,Assumed Name,159847,Inactive - Expired,," SOUTH NEWFANE, VT, 5351, USA",None,1991-06-19,,,"THOMAS J.  AIKSNORAS, DOROTHY T.A.  VALLEE",Individual,"None, 785 OXFORD ROAD, OXFORD, CT, 06483, USA","None, None",,,,,,
Notchbrook General Store,Assumed Name,187589,Active - Registered,," STOWE, VT, 5672, USA","414 West Grove Street, Middleboro, MA, 02346, USA",2002-07-25,,,"BOURNE FOOD MART, INC.",Business,"4974 Mountain Road, STOWE, VT, 05672, USA","414 WEST GROVE STREET, MIDDLEBORO, MA, 02346, USA",,,,,,
J&D's Riverton General Store,Assumed Name,162270,Inactive - Expired,," PO OX 74, RICHMOND, VT, USA","PO OX 74, RICHMOND, VT, 05477, USA",2001-01-08,,,JAMES SUMNER,Individual,"PO BOX 74, RICHMOND, VT, 05477, USA",None,,,,,,
Teago General Store,Assumed Name,205813,Inactive - Expired,," S POMFRET, VT, 5067, USA",None,1984-05-24,,,"VENTURE ASSOCIATES, INC.",Business,"14 CENTRAL ST, WOODSTOCK, VT, 05091, USA","14 CENTRAL ST, WOODSTOCK, VT, 05091, USA",,,,,,
West Barnet General Store,Assumed Name,237592,Inactive - Expired,," MAIN STREET, WEST BARNET, VT, 5870, USA","MAIN STREET, WEST BARNET, VT, 05870, USA",1987-05-08,,,"WILLIAM J.  STARK, MONA M.  STARK",Individual,"MAIN STREET, WEST BARNET, VT, 05870, USA, SAME, USA","None, None",,,,,,
Mach's General Store,Assumed Name,176973,Inactive - Expired,," PAWLET, VT, USA","6019 ROUTE 30, PAWLET, VT, 05761, USA",2010-10-04,,,"J.J. KAVENY, LLC",Business,"18 SCHOOL STREET, PAWLET, VT, 05761, USA","18 SCHOOL STREET, PAWLET, VT, 05761, USA",,,,,,
Plr Manwell General Store,Assumed Name,195629,Inactive - Expired,," MAIN STREET, PLAINFIELD, VT, 5667, USA","MAIN STREET, PLAINFIELD, VT, 05667, USA",1983-06-22,,,ROBERT VOORHEES,Individual,"RD 4, BARRE, VT, 05641, USA",None,,,,,,
Aldrich's General Store,Assumed Name,178327,Inactive - Expired,," W BURKE, VT, USA","3547 US RTE 5, W BURKE, VT, 05851, USA",2010-11-15,,,"COLE'S FILLING STATION, INC.",Business,"196 US ROUTE 5A, W. BURKE, VT, 05871, USA","196 US ROUTE 5A, W. BURKE, VT, 05871, USA",,,,,,
Walden General Store,Assumed Name,220479,Inactive - Expired,," WALDEN, VT, USA",None,1995-07-05,,,DONNA J.  BEAUPRE,Individual,"RR 1, BOX 20, WEST DANVILLE, VT, 05873, USA",None,,,,,,
"Messier's General Store, LLC",Domestic Limited Liability Company,020036,TerminatedDesignated Office,,,"(Optional) 29 VT RTE 14 S, E RANDOLPH, VT, 05041, USA",,,,,,,,,,,,,
South Dorset General Store,Assumed Name,262054,Inactive - Expired,," DORSET, VT, USA","2598 RT 30, DORSET, VT, 05251, USA",1998-12-17,,,"RADCO, INC.",Business,"2598 RTE 30, DORSET, VT, 05251, USA","2598 RTE 30, DORSET, VT, 05251, USA",,,,,,
East Poultney General Store,Assumed Name,231317,Inactive - Expired,," E. POULTNEY, VT, USA","POB 621, E. POULTNEY, VT, 05741, USA",1996-05-06,,,VICTOR J.  CARDONA,Individual,"POB 621, E. POULTNEY, VT, 05741, USA",None,,,,,,
Harbor View General Store,Assumed Name,174077,Inactive - Expired,," HYDEVILLE, VT, USA",None,2001-10-10,,,"STANLEY B.  YABLONSKY, LETITIA A.  YABLONSKY",Individual,"None, None","None, None",,,,,,
Johnson General Store LLC,Domestic Limited Liability Company,460032,Active - In Good StandingDesignated Office,,,"(Optional) PO BOX 462, Johnson, VT, 05656, USA",,,,,,,,,,,,,
"Benson General Store, Inc.",Domestic Business Corporation,066695,Inactive - Administratively Terminated,," BENSON, VT, 05731, USA",None,,,,,,,,KARL CHANSKI Agent,Individual,Active,None Registered Office (Street,"BENSON, VT, 05731, USA",None
